id,domain,text,x,y
33,Artes_y_Entretenimiento,El público disfrutó del recital acústico en la sala de conciertos municipal.,-18.48229,1.691503
34,Artes_y_Entretenimiento,Las reproducciones escultóricas formaron parte de la bienal de arte contemporáneo.,-26.551025,-4.6629453
35,Artes_y_Entretenimiento,"El festival internacional presentó más de veinte largometrajes inéditos de directores latinoamericanos, consolidándose como un evento clave del calendario cinematográfico.",-22.721037,6.246176
36,Artes_y_Entretenimiento,La compositora experimentó fusionando ritmos tradicionales con electrónica en la creación de la banda sonora para una película de animación.,-22.30944,1.468212
37,Artes_y_Entretenimiento,"Observé la meticulosa restauración del mural de Diego Rivera, un proceso esencial para la conservación del patrimonio artístico nacional.",-24.365017,-5.167795
38,Artes_y_Entretenimiento,"El crítico de cine, conocido por su severidad, elogió los efectos especiales en la última superproducción de ciencia ficción.",-22.884113,9.2668
39,Artes_y_Entretenimiento,"Durante la gala, el presentador anunció la lista completa de nominados a los premios más prestigiosos de la industria del entretenimiento.",-18.734718,6.857727
40,Artes_y_Entretenimiento,"La actriz protagonizó una miniserie basada en hechos históricos, recibiendo excelentes comentarios sobre su transformación física y emocional.",-25.207708,10.219332
41,Artes_y_Entretenimiento,"El coreógrafo integró elementos visuales innovadores en la puesta en escena del ballet contemporáneo, sorprendiendo gratamente a la audiencia especializada.",-22.888199,3.1664166
42,Artes_y_Entretenimiento,"La muestra retrospectiva incluyó óleos, instalaciones y videoperformance, evidenciando la versatilidad del artista homenajeado en el circuito de arte visual.",-21.295073,-5.3711333
43,Artes_y_Entretenimiento,El documentalista entrevistó a músicos emergentes para retratar la evolución de la escena independiente en la ciudad durante la última década.,-19.762653,-0.90369266
44,Artes_y_Entretenimiento,"La voz de la soprano destacó por su expresividad en el aria central de la ópera barroca, cautivando a todo el teatro principal.",-19.54079,2.3955417
45,Artes_y_Entretenimiento,El director artístico coordinó la integración de mapping y danza aérea para el espectáculo inaugural del festival multimedia.,-22.3568,3.8262584
46,Artes_y_Entretenimiento,"Tras años de preparación, la compañía teatral finalmente estrenó su versión vanguardista de ‘Hamlet’ en el Teatro Nacional.",-19.839094,3.6253598
47,Artes_y_Entretenimiento,El famoso animador digital compartió su proceso creativo en una masterclass para jóvenes talentos de artes visuales.,-20.639101,-5.3308687
48,Artes_y_Entretenimiento,El largo metraje documental capturó los ensayos y la vida cotidiana tras bastidores de la legendaria orquesta filarmónica.,-19.140446,-0.14743146
49,Artes_y_Entretenimiento,"Los asistentes disfrutaron de una experiencia inmersiva que combinaba proyecciones audiovisuales, instalaciones interactivas y música experimental en tiempo real.",-17.06275,-1.2520498
50,Artes_y_Entretenimiento,"El mural colaborativo, pintado durante el evento cultural, reunía estilos diversos para celebrar la riqueza artística de la metrópoli.",-24.489433,-4.4241333
51,Autos_y_Vehiculos,El motor requiere aceite sintético cada diez mil kilómetros.,10.128851,-25.15489
52,Autos_y_Vehiculos,Cambia las bujías de tu auto regularmente.,6.397813,-20.488752
53,Autos_y_Vehiculos,El tablero muestra una luz de advertencia de frenos.,2.886723,-18.691452
54,Autos_y_Vehiculos,Revisa la presión de las llantas semanalmente.,30.22557,7.8876424
55,Autos_y_Vehiculos,El filtro de aire está obstruido y necesita cambio.,-0.5999428,-25.657684
56,Autos_y_Vehiculos,El sistema ABS mejora la seguridad al frenar.,8.1303625,-18.555243
57,Autos_y_Vehiculos,Ese modelo ofrece control crucero adaptativo.,6.3838673,-18.513763
58,Autos_y_Vehiculos,El embrague está desgastado y patina.,-3.930142,-25.223553
59,Autos_y_Vehiculos,Haz una alineación al cambiar las llantas.,-4.18275,-22.784645
60,Autos_y_Vehiculos,El limpiaparabrisas dejó de funcionar correctamente.,-2.821214,-25.76721
61,Autos_y_Vehiculos,La transmisión automática presenta fallos al acelerar.,9.84938,-14.613223
62,Autos_y_Vehiculos,Solicita un peritaje antes de comprar un usado.,22.751764,3.5065322
63,Autos_y_Vehiculos,La revisión técnica es obligatoria para circular.,21.718412,25.749567
64,Autos_y_Vehiculos,El sedán ganó el premio a Auto del Año.,-15.56942,6.570578
65,Autos_y_Vehiculos,El SUV nuevo incluye sensor de punto ciego.,4.5181446,-19.326643
66,Autos_y_Vehiculos,El alternador recarga la batería del vehículo.,3.8996627,-21.835669
67,Autos_y_Vehiculos,El concesionario ofrece pruebas de manejo con cita previa.,12.487284,-17.266777
68,Autos_y_Vehiculos,El sistema start-stop reduce el consumo de combustible al detenerse en el tráfico.,6.489628,-22.521074
69,Autos_y_Vehiculos,Los sistemas de asistencia al estacionamiento facilitan las maniobras en espacios reducidos.,0.7079639,-15.226609
70,Autos_y_Vehiculos,Las motocicletas deportivas requieren cascos homologados y ropa protectora específica.,7.988959,-24.994642
71,Autos_y_Vehiculos,El recambio de discos y pastillas de freno debe hacerse cada cierta cantidad de kilómetros recorridos.,11.518522,-21.436062
72,Autos_y_Vehiculos,Muchos vehículos eléctricos utilizan freno regenerativo para optimizar la autonomía de la batería.,4.330201,-21.892092
73,Autos_y_Vehiculos,Los faros LED proporcionan iluminación más eficiente y duradera que los halógenos convencionales.,-1.4624825,-19.778797
74,Autos_y_Vehiculos,El cambio de correa de distribución es fundamental para evitar daños en el motor.,7.299181,-21.816822
75,Autos_y_Vehiculos,El avalúo automotriz es necesario para tramitar seguros y ventas de autos usados.,27.167751,10.857641
76,Autos_y_Vehiculos,Las camionetas doble cabina se recomiendan para cargas pesadas y terrenos irregulares.,10.784838,-21.506357
77,Autos_y_Vehiculos,"Para conservar la garantía del fabricante, siempre realiza los servicios en talleres autorizados.",2.098148,16.505552
78,Autos_y_Vehiculos,La industria automotriz lanza nuevos modelos con sistemas híbridos y autónomos cada año.,4.964596,-13.1199
79,Autos_y_Vehiculos,Los autos deportivos cuentan con suspensión ajustable para adaptarse al tipo de conducción.,7.3452945,-20.48752
80,Autos_y_Vehiculos,El kilometraje declarado en el odómetro debe coincidir con el historial de mantenimientos oficiales.,12.443531,-20.43229
81,Autos_y_Vehiculos,El sistema de inyección electrónica mejora la eficiencia y reduce las emisiones contaminantes de los motores modernos.,6.8008347,-23.021334
82,Autos_y_Vehiculos,Instalar barras portaequipajes en el techo requiere seguir las especificaciones de cada automóvil.,10.063772,-19.599072
83,Autos_y_Vehiculos,Los seguros automotrices pueden cubrir desde responsabilidad civil hasta robo total o daños materiales.,27.767912,11.388527
84,Autos_y_Vehiculos,El convertible eléctrico presentado en la feria automotriz sorprendió por su diseño aerodinámico y autonomía.,4.911908,-20.21006
85,Autos_y_Vehiculos,Es imprescindible ajustar el torque de las tuercas al montar las llantas nuevas.,-3.3925493,-22.9823
86,Autos_y_Vehiculos,En los vehículos diésel es recomendable verificar el filtro de partículas periódicamente.,4.956802,-25.133783
87,Autos_y_Vehiculos,El servicio de alineación y balanceo evita el desgaste irregular de las llantas y mejora la seguridad en carretera.,7.9098687,-19.231325
88,Autos_y_Vehiculos,Algunos sedanes de lujo incluyen control de estabilidad y alerta de cambio involuntario de carril.,7.0105433,-19.199944
89,Autos_y_Vehiculos,"La revisión del sistema de suspensión incluye inspección de amortiguadores, rótulas y terminales de dirección.",9.616002,-18.731968
90,Autos_y_Vehiculos,La matriculación anual exige presentar comprobante de revisión vehicular al día.,11.816569,-17.946114
91,Autos_y_Vehiculos,El mercado de vehículos usados creció con la llegada de plataformas digitales dedicadas exclusivamente a la compraventa de autos.,26.875818,0.1481944
92,Autos_y_Vehiculos,Los neumáticos con sistema run flat permiten circular algunos kilómetros después de un pinchazo.,11.647067,-22.385778
93,Autos_y_Vehiculos,"El test drive de la camioneta incluyó diversos terrenos, resaltando la versatilidad del sistema de tracción integral y la respuesta del motor turboalimentado.",9.1170025,-21.274324
94,Autos_y_Vehiculos,Las motocicletas de baja cilindrada tienen ventajas en consumo de combustible y maniobrabilidad urbana.,7.874408,-24.33473
95,Autos_y_Vehiculos,"El auto compacto obtuvo cinco estrellas en pruebas de choque frontal y lateral, destacando sus sistemas de protección para ocupantes y peatones.",8.44885,-20.487883
96,Autos_y_Vehiculos,"Es recomendable revisar el nivel de líquido de frenos cada vez que el vehículo tiene servicio de mantenimiento preventivo, para garantizar funcionamiento óptimo.",9.068979,-19.09056
97,Autos_y_Vehiculos,Los autos híbridos enchufables combinan motores eléctricos y de combustión para optimizar eficiencia y reducir emisiones en trayectos urbanos.,7.4144464,-23.116295
98,Autos_y_Vehiculos,La industria automotriz experimenta una revolución tecnológica con la adopción de inteligencia artificial en vehículos autónomos y sistemas de asistencia avanzados.,4.9141893,-12.955359
99,Autos_y_Vehiculos,"Antes de adquirir un auto seminuevo, solicite un historial de mantenimiento y verifique que no tenga reportes de siniestros previos ni adeudos pendientes.",11.216179,-17.173508
100,Autos_y_Vehiculos,La sustitución periódica del filtro de cabina mejora la calidad del aire interior y protege los sistemas de climatización en automóviles modernos.,1.8144308,-26.16783
101,Belleza_y_Fitness,La mascarilla facial hidrata profundamente la piel.,-18.503618,-27.844406
102,Belleza_y_Fitness,Este serum reduce la apariencia de los poros.,-12.418877,-30.767326
103,Belleza_y_Fitness,El delineador líquido ofrece un acabado preciso.,-9.61777,-30.87096
104,Belleza_y_Fitness,El tono nude del esmalte es tendencia este año.,-15.322316,-26.028328
105,Belleza_y_Fitness,Aplica crema reafirmante cada mañana.,-18.651915,-30.493898
106,Belleza_y_Fitness,El agua micelar elimina impurezas y maquillaje.,-12.377515,-30.545883
107,Belleza_y_Fitness,El exfoliante corporal suaviza la textura de la piel.,-16.862984,-27.344316
108,Belleza_y_Fitness,Me encanta la rutina diaria de cuidado capilar.,-23.61537,-17.642616
109,Belleza_y_Fitness,El aceite de argán nutre el cabello seco.,-15.39816,-30.996845
110,Belleza_y_Fitness,Realiza ejercicios de glúteos tres veces por semana.,-8.1786,-7.3351035
111,Belleza_y_Fitness,Las pestañas postizas realzan la mirada dramáticamente.,-17.98089,-21.099005
112,Belleza_y_Fitness,La manicura francesa sigue siendo muy elegante.,-28.935215,-1.0301067
113,Belleza_y_Fitness,Utiliza protector solar antes de salir a correr.,1.473225,-32.536983
114,Belleza_y_Fitness,El secador iónico previene el frizz en el cabello.,-15.002667,-30.042786
115,Belleza_y_Fitness,El rizador crea ondas definidas en minutos.,-8.410181,-25.795769
116,Belleza_y_Fitness,El lápiz de cejas rellena y perfecciona el diseño.,-15.791398,-22.34785
117,Belleza_y_Fitness,El entrenamiento funcional combina fuerza y flexibilidad mejorando la estética corporal.,-6.8557076,-10.186673
118,Belleza_y_Fitness,El maquillaje waterproof es ideal para sesiones de fitness al aire libre.,-13.108371,-27.474802
119,Belleza_y_Fitness,La crema antiedad ayuda a combatir las líneas de expresión del rostro.,-18.988699,-28.407808
120,Belleza_y_Fitness,El gimnasio ofrece clases de spinning enfocadas en tonificar las piernas.,-7.9081345,-8.649151
121,Belleza_y_Fitness,El tratamiento de queratina aporta brillo y disciplina al cabello rebelde.,-15.485627,-29.91646
122,Belleza_y_Fitness,El polvos traslúcidos sellan el maquillaje sin alterar el color natural.,-16.525927,-25.559353
123,Belleza_y_Fitness,El masaje reductor se incorpora en muchos programas de belleza corporal.,-19.086483,-25.258987
124,Belleza_y_Fitness,Los fitoplancton marinos forman parte de varias cremas para el contorno de ojos.,-18.636753,-23.123167
125,Belleza_y_Fitness,El entrenamiento HIIT optimiza la pérdida de grasa y mejora la definición muscular.,-7.957419,-9.870255
126,Belleza_y_Fitness,La hidratación con ácido hialurónico es esencial en rutinas cosméticas de belleza.,-19.133947,-25.858631
127,Belleza_y_Fitness,Los rodillos faciales mejoran la circulación y el aspecto de la piel.,-20.248455,-26.899357
128,Belleza_y_Fitness,El tinte para cejas potencia el color y armoniza el rostro.,-17.213816,-23.50614
129,Belleza_y_Fitness,El acondicionador sin enjuague facilita el peinado tras el entrenamiento.,-14.301013,-28.405508
130,Belleza_y_Fitness,Los suplementos de colágeno benefician la elasticidad y juventud de la piel.,-20.610716,-27.608479
131,Belleza_y_Fitness,El lifting de pestañas es tendencia en los salones de belleza este mes.,-25.197191,-12.031029
132,Belleza_y_Fitness,La crema despigmentante mejora el tono uniforme del rostro.,-18.480713,-28.092125
133,Belleza_y_Fitness,El peeling químico es recomendado para renovar la textura de la piel.,-16.98856,-27.658699
134,Belleza_y_Fitness,La depilación con cera ofrece resultados más duraderos.,-16.657259,-28.48421
135,Belleza_y_Fitness,Los ejercicios isométricos son esenciales para la tonificación y estética abdominal.,-7.6487517,-10.887495
136,Belleza_y_Fitness,El primer paso en la rutina facial es limpiar profundamente el rostro para eliminar residuos de maquillaje y contaminantes.,-18.183666,-28.725683
137,Belleza_y_Fitness,Una sesión de microblading puede transformar completamente la forma de tus cejas aportando un aspecto más definido y natural.,-16.53735,-22.237991
138,Belleza_y_Fitness,Los gimnasios suelen ofrecer asesoramiento personalizado para mejorar la imagen mediante planes de entrenamiento y dieta específica para definir músculos.,-7.2897243,-9.354119
139,Belleza_y_Fitness,El uso de mascarillas de carbón activado ayuda a controlar la grasa y prevenir los puntos negros en el rostro.,-19.786802,-28.974483
140,Belleza_y_Fitness,La elección del tono de base es crucial para lograr una apariencia uniforme que resalte la belleza natural del cutis sin imperfecciones.,-15.0909195,-24.377796
141,Belleza_y_Fitness,Las rutinas de entrenamiento de alta intensidad están diseñadas para transformar la silueta de quienes buscan resultados visibles en poco tiempo.,-5.9473753,-9.498158
142,Belleza_y_Fitness,La aplicación de sérum antes de la crema hidratante aumenta notablemente la efectividad de los productos de belleza facial.,-18.82797,-26.960445
143,Belleza_y_Fitness,El maquillaje mineral suele ser preferido por personas que desean una apariencia natural cuidando la salud de su piel.,-17.974512,-26.48236
144,Belleza_y_Fitness,Las extensiones de pestañas pueden aportar volumen y longitud intensificando la expresividad de la mirada en cualquier ocasión.,-17.502918,-21.923666
145,Belleza_y_Fitness,El uso de bandas elásticas en entrenamientos de glúteos mejora la tonificación y contribuye al modelado corporal deseado.,-6.9722676,-10.615436
146,Belleza_y_Fitness,"Durante una rutina de belleza, es importante exfoliar la piel regularmente para mantenerla suave, luminosa y libre de imperfecciones.",-16.495464,-27.036089
147,Belleza_y_Fitness,El secado profesional con difusor permite definir rizos sin dañarlos ni alterar el volumen natural del cabello.,-14.522494,-29.188038
148,Belleza_y_Fitness,Los tratamientos de hidratación intensiva suelen incluir aceites esenciales naturales para restaurar el brillo y estructura del cabello.,-16.173876,-30.841152
149,Belleza_y_Fitness,La aplicación de iluminador en puntos clave del rostro realza la belleza y crea un efecto de luz natural muy favorecedor.,-17.19099,-23.135136
150,Belleza_y_Fitness,"En los salones de belleza modernos, se ofrecen servicios personalizados de manicure con acabados de tendencia y técnicas innovadoras de diseño.",-24.038416,-11.137669
151,Bienes_Raices,El agente inmobiliario mostró la casa esta mañana.,26.938927,16.255566
152,Bienes_Raices,El alquiler mensual incluye el uso del trastero.,24.249975,18.541523
153,Bienes_Raices,La hipoteca fue aprobada por el banco.,30.101738,14.620838
154,Bienes_Raices,El terreno urbano está disponible para inversión inmediata.,33.711544,18.55228
155,Bienes_Raices,Busco departamento con balcón en zona céntrica.,-4.695776,-18.358341
156,Bienes_Raices,Aumentaron los precios de los apartamentos nuevos.,34.31333,20.443449
157,Bienes_Raices,El notario validó la compra de la propiedad.,26.388058,18.53627
158,Bienes_Raices,La inmobiliaria organiza visitas guiadas los sábados.,19.133177,-14.192444
159,Bienes_Raices,Los gastos de comunidad son obligatorios para el condominio.,28.469498,21.320906
160,Bienes_Raices,El plano arquitectónico ya fue entregado al promotor.,23.066118,21.424646
161,Bienes_Raices,Se vendió el local comercial en menos de un mes.,16.034258,2.9708128
162,Bienes_Raices,El contrato de arrendamiento vence el próximo año.,20.424047,19.282085
163,Bienes_Raices,La escritura pública garantiza la posesión legal.,15.869833,32.811237
164,Bienes_Raices,La tasación oficial superó las expectativas del vendedor.,21.314077,-1.0751954
165,Bienes_Raices,El proyecto residencial contará con piscina y gimnasio.,-0.67026335,-14.732825
166,Bienes_Raices,La oferta fue aceptada por el propietario actual.,25.11699,16.3466
167,Bienes_Raices,¿Cuántos metros cuadrados tiene el piso en alquiler?,-3.5452914,-16.84287
168,Bienes_Raices,El valor del inmueble se revalorizó tras la reforma.,26.645712,22.93371
169,Bienes_Raices,¿Qué incluye el costo de mantenimiento del edificio?,25.94697,21.21542
170,Bienes_Raices,El certificado energético es requisito para vender la casa.,28.08504,18.464815
171,Bienes_Raices,Todos los departamentos del edificio ya fueron reservados por inversionistas inmobiliarios interesados en la plusvalía del sector.,32.98026,17.715527
172,Bienes_Raices,El arquitecto debe presentar los planos definitivos antes de que se inicie la obra en el terreno recién adquirido.,23.170656,21.529503
173,Bienes_Raices,El propietario acordó dejar algunos muebles empotrados tras firmar el contrato de compraventa ante la agencia inmobiliaria.,25.519121,16.522177
174,Bienes_Raices,"Actualmente, el mercado inmobiliario muestra un auge en proyectos de lofts que atraen a jóvenes profesionales buscando vivienda cerca del centro.",31.78308,18.767393
175,Bienes_Raices,La agente de bienes raíces sugiere realizar una inspección técnica antes de proceder con la firma del contrato de alquiler a largo plazo.,27.98504,17.022093
176,Bienes_Raices,"Si piensas invertir en propiedades comerciales, es fundamental evaluar la rentabilidad anual ofrecida por el local y su ubicación estratégica.",34.022312,16.889692
177,Bienes_Raices,"Los nuevos desarrollos habitacionales incluyen áreas verdes, estacionamiento subterráneo y acceso controlado, condiciones muy valoradas por familias que buscan seguridad y comodidad.",22.146105,14.127315
178,Bienes_Raices,"Para transferir la propiedad correctamente, se requiere la intervención de un notario y la actualización de los registros catastrales municipales.",27.249529,25.090004
179,Bienes_Raices,El financiamiento hipotecario ofrecido por algunas entidades bancarias facilita la adquisición de vivienda a parejas jóvenes interesadas en mudarse.,31.229351,17.148968
180,Bienes_Raices,"En el avalúo inmobiliario se consideran factores como ubicación, antigüedad de la construcción y materiales utilizados para determinar el valor real.",29.642557,18.393833
181,Bienes_Raices,"El contrato de alquiler debe especificar claramente el plazo, los montos mensuales y las obligaciones legales de ambas partes involucradas.",23.926722,18.278755
182,Bienes_Raices,"La plusvalía del terreno aumentó significativamente después de la construcción de la nueva plaza comercial cercana, beneficiando a quienes compraron previamente.",34.58795,20.369535
183,Bienes_Raices,"El condominio cuenta con estrictas normas internas sobre remodelaciones, por lo que los inquilinos deben obtener permiso antes de modificar cualquier área privativa.",28.419634,21.35211
184,Bienes_Raices,La inmobiliaria local anunció la pre-venta de departamentos tipo estudio con facilidades de pago y descuentos para compradores anticipados.,31.000097,20.201384
185,Bienes_Raices,Los desarrolladores inmobiliarios suelen estudiar la oferta y demanda del sector antes de iniciar nuevos proyectos residenciales o comerciales.,30.20415,19.601835
186,Bienes_Raices,El acta de entrega es el documento final que garantiza que el comprador recibe el inmueble en condiciones pactadas en el contrato.,24.226982,16.630543
187,Bienes_Raices,El seguro de hogar es obligatorio en algunas operaciones hipotecarias gestionadas a través de agentes especializados en bienes raíces.,30.11316,16.743984
188,Bienes_Raices,En la asamblea de copropietarios se discutió la remodelación de áreas comunes y el aumento de la cuota de mantenimiento mensual del edificio.,26.11499,22.517653
189,Bienes_Raices,El sistema de cita previa agiliza las visitas a propiedades programadas por el agente inmobiliario durante los fines de semana.,19.151888,-14.129367
190,Bienes_Raices,"El análisis de mercado inmobiliario local revela tendencias de crecimiento en barrios periféricos, donde aún se ofrecen precios de preventa atractivos.",32.32623,19.85153
191,Bienes_Raices,Los gastos notariales y registrales corren generalmente por cuenta del comprador cuando se realiza la escrituración de la vivienda usada.,26.69121,18.832834
192,Bienes_Raices,La inmobiliaria publicó en su portal nuevas oportunidades de inversión en zonas urbanas con alta demanda de alquiler por estudiantes.,32.198586,18.845938
193,Bienes_Raices,"Para firmar el contrato de arras, ambas partes deben acordar condiciones claras sobre penalizaciones y devoluciones de anticipos.",22.679298,18.018381
194,Bienes_Raices,La gestión documental para el traspaso de una propiedad puede incluir la solicitud de certificados de no adeudo y el pago de impuestos municipales.,27.981094,25.008726
195,Bienes_Raices,"En desarrollos verticales, las áreas comunes suelen incluir gimnasio, salón de eventos y terraza panorámica de uso exclusivo para residentes.",-0.18746428,-14.991167
196,Bienes_Raices,La firma digital de contratos inmobiliarios agiliza los procesos de venta y facilita las transacciones a distancia entre clientes y agentes.,25.530056,13.716154
197,Bienes_Raices,Las subastas públicas de viviendas embargadas representan una opción interesante para compradores que buscan oportunidades de inversión inmobiliaria a bajo costo.,31.161171,18.085943
198,Bienes_Raices,"Antes de mudarse al nuevo departamento, es recomendable realizar una revisión de instalaciones eléctricas y sanitarias, según indica la inmobiliaria encargada.",24.625093,25.538263
199,Bienes_Raices,La consultora inmobiliaria elaboró un informe detallado sobre la rentabilidad de invertir en lotes residenciales dentro de zonas en expansión urbana.,32.4895,19.36949
200,Bienes_Raices,Una correcta valoración inmobiliaria es esencial para determinar el precio justo de oferta en la venta de cualquier tipo de propiedad.,29.523375,17.83022
201,Ciencia,El telescopio detectó exoplanetas orbitando una estrella lejana.,-33.438232,-16.33469
202,Ciencia,La espectroscopía permite analizar la composición química de elementos.,-36.81857,-10.471968
203,Ciencia,Un acelerador de partículas estudia las colisiones subatómicas.,-37.475113,-13.505546
204,Ciencia,La fotosíntesis transforma energía solar en glucosa vegetal.,1.5593383,-34.804794
205,Ciencia,Los neutrinos atraviesan la materia casi sin interactuar.,-37.135277,-14.847506
206,Ciencia,El microscopio electrónico revela detalles celulares minúsculos.,-38.855988,-10.962214
207,Ciencia,El ADN se replica durante la división celular.,-42.305332,-10.472975
208,Ciencia,Los ecosistemas evolucionan por selección natural.,-42.242966,-6.488811
209,Ciencia,El grafeno posee propiedades físicas extraordinarias.,-17.66605,-18.554808
210,Ciencia,La tabla periódica clasifica los elementos por número atómico.,-35.880424,-12.610341
211,Ciencia,La velocidad de la luz es constante en el vacío.,-38.821472,-18.958506
212,Ciencia,Un péndulo simple oscila por acción gravitatoria constante.,-34.768204,-18.733599
213,Ciencia,La paleontología estudia fósiles para reconstruir la vida pasada.,-30.906162,3.1229863
214,Ciencia,Los campos magnéticos inducen corriente eléctrica en conductores.,-36.82146,-16.557753
215,Ciencia,El hidrógeno es el elemento más abundante del universo.,-35.11971,-13.20038
216,Ciencia,Los rayos cósmicos impactan continuamente la atmósfera terrestre.,-34.131096,-15.290898
217,Ciencia,La dinámica de fluidos explica el movimiento de líquidos y gases.,-8.322164,-32.171127
218,Ciencia,La teoría cuántica describe fenómenos a escala atómica y subatómica.,-38.48397,-13.881675
219,Ciencia,El modelo de Bohr revolucionó nuestra visión del átomo.,-39.243427,-13.720738
220,Ciencia,Las placas tectónicas originan terremotos y formación montañosa a gran escala.,-7.7000036,42.12385
221,Ciencia,La biotecnología utiliza organismos vivos para desarrollar métodos innovadores en la agricultura y la industria.,-40.659122,-5.527038
222,Ciencia,Los experimentos de doble rendija demostraron la dualidad onda-partícula de la luz.,-39.02864,-17.45441
223,Ciencia,En criogenia se estudian los comportamientos de materiales a temperaturas extremadamente bajas.,5.324488,-29.751987
224,Ciencia,"El método científico exige hipótesis, experimentación y análisis de resultados replicables.",-37.442505,-7.6104207
225,Ciencia,El genoma humano contiene aproximadamente 20 000 genes codificantes de proteínas.,-43.02669,-9.483408
226,Ciencia,La cromatografía permite separar mezclas complejas en sus componentes individuales con alta precisión analítica.,-36.58647,-9.5032835
227,Ciencia,Los radioisótopos son fundamentales en dataciones de materiales minerales y organismos extintos.,-36.396835,-11.7024765
228,Ciencia,La astrofísica investiga la estructura y evolución de las galaxias en el universo observable.,-33.77114,-17.17569
229,Ciencia,"En óptica, la refracción de la luz causa la descomposición del espectro visible a través de un prisma.",-38.97144,-18.25974
230,Ciencia,La física nuclear examina las interacciones entre protones y neutrones en el núcleo atómico.,-37.217598,-13.333828
231,Ciencia,El descubrimiento de la estructura helicoidal del ADN marcó un hito en la biología molecular moderna.,-42.091255,-10.363477
232,Ciencia,"En la física de materiales, se exploran aleaciones y compuestos para aplicaciones avanzadas en la industria aeroespacial.",-35.145973,-9.450146
233,Ciencia,"Mediante espectroscopia de masas, se identifica la composición isotópica de sustancias desconocidas en investigación forense.",-36.92335,-10.906252
234,Ciencia,La biogeografía estudia la distribución de especies en función de factores abióticos y evolutivos.,-42.271233,-7.036372
235,Ciencia,Los experimentos en microgravedad revelaron cambios fisiológicos en células y tejidos de organismos vivos.,-40.33876,-9.132054
236,Ciencia,El principio de incertidumbre de Heisenberg limita la precisión en la medición simultánea de posición y momento.,-1.4803697,-6.6387873
